"Participant_ID" "judge_type" "difficulty" "coherence" "target_color_proportion" "trial_num"
1 "motion" "easy_formal" 0.17775 0 53
1 "motion" "easy_formal" 0.17775 0 54
1 "motion" "easy_formal" 0.17775 0 55
1 "motion" "easy_formal" 0.17775 0 56
1 "motion" "easy_formal" 0.17775 0 57
1 "motion" "easy_formal" 0.17775 0 58
1 "motion" "easy_formal" 0.17775 0 59
1 "motion" "easy_formal" 0.17775 0 60
1 "motion" "easy_formal" 0.17775 0 61
1 "motion" "easy_formal" 0.17775 0 62
1 "motion" "easy_formal" 0.17775 0 63
1 "motion" "easy_formal" 0.17775 0 64
1 "motion" "easy_formal" 0.17775 0 65
1 "motion" "easy_formal" 0.17775 0 66
1 "motion" "easy_formal" 0.17775 0 67
1 "motion" "easy_formal" 0.17775 0 68
1 "motion" "easy_formal" 0.17775 0 69
1 "motion" "easy_formal" 0.17775 0 70
1 "motion" "easy_formal" 0.17775 0 71
1 "motion" "easy_formal" 0.17775 0 72
1 "motion" "easy_formal" 0.1785 0 73
1 "motion" "easy_formal" 0.1785 0 74
1 "motion" "easy_formal" 0.1785 0 75
1 "motion" "easy_formal" 0.1785 0 76
1 "motion" "easy_formal" 0.1785 0 77
1 "motion" "easy_formal" 0.1785 0 78
1 "motion" "easy_formal" 0.1785 0 79
1 "motion" "easy_formal" 0.1785 0 80
1 "motion" "easy_formal" 0.1785 0 81
1 "motion" "easy_formal" 0.1785 0 82
1 "motion" "easy_formal" 0.1785 0 83
1 "motion" "easy_formal" 0.1785 0 84
1 "motion" "easy_formal" 0.1785 0 85
1 "motion" "easy_formal" 0.1785 0 86
1 "motion" "easy_formal" 0.1785 0 87
1 "motion" "easy_formal" 0.1785 0 88
1 "motion" "easy_formal" 0.1785 0 89
1 "motion" "easy_formal" 0.1785 0 90
1 "motion" "easy_formal" 0.1785 0 91
1 "motion" "easy_formal" 0.1785 0 92
1 "motion" "easy_formal" 0.1785 0 93
1 "motion" "easy_formal" 0.1785 0 94
1 "motion" "easy_formal" 0.1785 0 95
1 "motion" "easy_formal" 0.1785 0 96
1 "motion" "easy_formal" 0.1755 0 97
1 "motion" "easy_formal" 0.1755 0 98
1 "motion" "easy_formal" 0.1755 0 99
1 "motion" "easy_formal" 0.1755 0 100
1 "motion" "easy_formal" 0.1755 0 101
1 "motion" "easy_formal" 0.1755 0 102
1 "motion" "easy_formal" 0.1755 0 103
1 "motion" "easy_formal" 0.1755 0 104
1 "motion" "easy_formal" 0.1755 0 105
1 "motion" "easy_formal" 0.1755 0 106
1 "motion" "easy_formal" 0.1755 0 107
